Year,Month,State,Primary Mode,Etiology,Etiology Status,Water Exposure,Water Type,Animal Type
1981,4,Colorado,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1981,4,California,Water,Unknown,Suspected,Drinking water,Other,
1981,4,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1981,5,Minnesota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1981,5,Oregon,Water,Yersinia enterocolitica,Confirmed,Drinking water,Individual/Private,
1981,5,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1981,6,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,6,Iowa,Water,Unknown,Suspected,Drinking water,Other,
1981,6,Arizona,Water,Unknown,Suspected,Drinking water,Community,
1981,7,Washington,Water,Shigella sonnei,Confirmed,Drinking water,Other,
1981,7,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1981,7,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1981,7,Pennsylvania,Water,Unknown,Suspected,Other/Environmental water,,
1981,7,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,8,Kansas,Water,Unknown,Suspected,Drinking water,Other,
1981,8,Hawaii,Water,Microcoleus lyngbyei,Confirmed,Recreational water -- untreated,Ocean,
1981,8,Connecticut,Water,Unknown,Suspected,Drinking water,Other,
1981,8,Colorado,Water,Unknown,Suspected,Drinking water,Community,
1981,8,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,8,New York,Water,Leptospira interrogans,Confirmed,Recreational water -- untreated,River/Stream,
1981,8,Maryland,Water,Unknown,Suspected,Drinking water,Other,
1981,8,Illinois,Water,Campylobacter jejuni,Confirmed,Drinking water,Community,
1981,8,New York,Water,Unknown,Suspected,Drinking water,Other,
1981,9,Tennessee,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1981,9,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Other,
1981,9,Wisconsin,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,10,Florida,Water,Giardia duodenalis,Confirmed,Other/Environmental water,,
1981,10,Vermont,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,10,Maine,Water,Fluoride,Confirmed,Drinking water,Other,
1981,10,Iowa,Water,Legionella pneumophila,Confirmed,Undetermined water,,
1981,10,Colorado,Water,Giardia duodenalis,Confirmed,Other/Environmental water,,
1981,11,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,11,Pennsylvania,Water,Copper,Confirmed,Drinking water,Community,
1981,12,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1981,12,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,1,Iowa,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,1,Alaska,Water,Copper,Confirmed,Drinking water,Community,
1982,1,Kansas,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Maine,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Minnesota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Montana,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Unknown,
1982,1,Pennsylvania,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,South Dakota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Vermont,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Wisconsin,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,1,Georgia,Water,Norovirus other,Confirmed,Drinking water,Community,
1982,2,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,2,Florida,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,2,New York,Water,Legionella pneumophila,Confirmed,Drinking water,Unknown,
1982,2,Virginia,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,2,Vermont,Water,Unknown,Suspected,Drinking water,Community,
1982,3,North Carolina,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,3,Washington,Water,Unknown,Suspected,Drinking water,Community,
1982,3,Ohio,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,3,New Mexico,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,3,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,4,Virginia,Water,Giardia duodenalis,Confirmed,Drinking water,Individual/Private,
1982,4,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1982,4,Minnesota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Unknown,
1982,4,Michigan,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Unknown,
1982,4,Massachusetts,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,4,Massachusetts,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,4,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,4,California,Water,Norovirus other,Confirmed,Drinking water,Community,
1982,4,California,Water,Norovirus other,Confirmed,Drinking water,Community,
1982,5,Alabama,Water,Norovirus other,Confirmed,Drinking water,Community,
1982,5,New York,Water,Unknown,Suspected,Drinking water,Other,
1982,5,Michigan,Water,Legionella unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,5,Indiana,Water,Unknown,Suspected,Drinking water,Community,
1982,5,Illinois,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,5,Arizona,Water,Unknown,Suspected,Drinking water,Other,
1982,5,New York,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
1982,6,Puerto Rico,Water,Unknown,Suspected,Drinking water,Community,
1982,6,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1982,6,New York,Water,Legionella pneumophila,Confirmed,Drinking water,Unknown,
1982,6,Georgia,Water,Hepatitis A,Confirmed,Drinking water,Individual/Private,
1982,6,Virginia,Water,Unknown,Suspected,Other/Environmental water,,
1982,7,Oklahoma,Water,Adenovirus,Confirmed,Recreational water -- treated,Unknown,
1982,7,Vermont,Water,Unknown,Suspected,Drinking water,Other;Unknown,
1982,7,West Virginia,Water,Shigella sonnei,Confirmed,Drinking water,Community,
1982,7,Wisconsin,Water,Shigella flexneri,Confirmed,Drinking water,Individual/Private,
1982,7,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1982,7,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1982,7,Vermont,Water,Unknown,Suspected,Drinking water,Other;Unknown,
1982,7,Georgia,Water,Hepatitis A,Confirmed,Drinking water,Community,
1982,7,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,8,Alaska,Water,Avian schistosomes,Confirmed,Recreational water -- untreated,Lake/Reservoir,
1982,8,Maine,Water,Unknown,Suspected,Drinking water,Community,
1982,8,Colorado,Water,Unknown,Suspected,Drinking water,Community,
1982,8,North Carolina,Water,Shigella sonnei,Confirmed,Drinking water,Other,
1982,8,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Other,
1982,8,Nevada,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,8,Oklahoma,Water,Giardia duodenalis;Salmonella unknown,Confirmed;Confirmed,Drinking water,Community,
1982,8,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1982,9,Oregon,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,9,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Other,
1982,9,Texas,Water,Unknown,Suspected,Drinking water,Other,
1982,10,Washington,Water,Legionella pneumophila,Confirmed,Drinking water,Unknown,
1982,10,Maine,Water,Unknown,Suspected,Drinking water,Other,
1982,10,New Hampshire,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,10,Pennsylvania,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,10,Vermont,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1982,10,Alaska,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,11,Alaska,Water,Unknown,Suspected,Drinking water,Community,
1982,11,Kentucky,Water,Hepatitis A,Confirmed,Drinking water,Community,
1982,12,Pennsylvania,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
1982,12,Pennsylvania,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
1983,1,Massachusetts,Water,Pseudomonas unknown,Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,1,Maine,Water,Pseudomonas unknown,Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,1,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,1,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,1,Oklahoma,Water,Salmonella enterica,Confirmed,Drinking water,Community,
1983,1,Utah,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,1,Vermont,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,1,Vermont,Water,Copper,Confirmed,Drinking water,Community,
1983,1,Wisconsin,Water,Pseudomonas unknown,Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,1,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,2,Minnesota,Water,Pseudomonas unknown,Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,2,Virginia,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,3,Florida,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,3,Minnesota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,4,Colorado,Water,Unknown,Suspected,Drinking water,Community,
1983,4,Utah,Water,Pseudomonas aeruginosa;Pseudomonas unknown,Suspected;Confirmed,Recreational water -- treated,Pool - Other Swimming Pool;Unknown,
1983,4,Oregon,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,4,Arizona,Water,Pseudomonas unknown;Pseudomonas unknown,Confirmed;Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,5,Florida,Water,Campylobacter jejuni,Confirmed,Drinking water,Community,
1983,5,New Hampshire,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,5,Colorado,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,5,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,5,Arizona,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,6,Illinois,Water,Shigella boydii,Suspected,Recreational water -- untreated,Lake/Reservoir,
1983,6,Colorado,Water,Unknown,Suspected,Drinking water,Community,
1983,6,Florida,Water,Unknown,Suspected,Drinking water,Community,
1983,6,Illinois,Water,,,Recreational water -- untreated,Lake/Reservoir,
1983,6,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,6,West Virginia,Water,Unknown,Suspected,Drinking water,Community,
1983,6,Virginia,Water,Giardia duodenalis,Confirmed,Drinking water,Individual/Private,
1983,6,Tennessee,Water,Hepatitis A,Confirmed,Drinking water,Other,
1983,6,Rhode Island,Water,Legionella pneumophila,Confirmed,Other/Environmental water,,
1983,6,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1983,6,Pennsylvania,Water,Unknown,Suspected,Other/Environmental water,,
1983,6,New Mexico,Water,Unknown,Suspected,Drinking water,Other,
1983,7,Wisconsin,Water,Enterovirus Coxsackievirus A,Confirmed,Recreational water -- untreated,Lake/Reservoir,
1983,7,Wisconsin,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
1983,7,Washington,Water,Salmonella enterica,Confirmed,Drinking water,Community,
1983,7,Utah,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,7,Montana,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,7,Minnesota,Water,Norovirus unknown,Confirmed,Recreational water -- untreated,Unknown,
1983,7,Minnesota,Water,Norovirus unknown,Confirmed,Recreational water -- untreated,Unknown,
1983,7,Colorado,Water,Unknown,Suspected,Drinking water,Community,
1983,8,California,Water,Shigella unknown,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool;Unknown,
1983,8,California,Water,Shigella sonnei,Confirmed,Recreational water -- untreated,Lake/Reservoir,
1983,8,West Virginia,Water,Unknown,Suspected,Drinking water,Community,
1983,8,Utah,Water,Unknown,Suspected,Drinking water,Other,
1983,8,Texas,Water,Unknown,Suspected,Drinking water,Community,
1983,8,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1983,8,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1983,8,New Mexico,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,8,Minnesota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,8,Iowa,Water,Unknown,Suspected,Drinking water,Other,
1983,8,Florida,Water,Pseudomonas aeruginosa,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
1983,9,Washington,Water,Unknown,Suspected,Drinking water,Community,
1983,9,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1983,9,Iowa,Water,,,Recreational water -- treated,Pool - Other Swimming Pool,
1983,9,Iowa,Water,,,Recreational water -- treated,Pool - Other Swimming Pool,
1983,9,Kentucky,Water,Hepatitis A,Confirmed,Drinking water,Individual/Private,
1983,10,Pennsylvania,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,10,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,10,Pennsylvania,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,10,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other;Unknown,
1983,11,Virginia,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1983,11,California,Water,Hepatitis A,Confirmed,Drinking water,Community,
1983,11,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,11,Idaho,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,11,Idaho,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1983,11,Vermont,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,1,South Dakota,Water,Pseudomonas unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,1,Maine,Water,Pseudomonas aeruginosa,Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,1,Idaho,Water,Pseudomonas aeruginosa,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,1,Iowa,Water,Pseudomonas aeruginosa,Suspected,Recreational water -- treated,Pool - Other Swimming Pool,
1984,1,California,Water,Legionella micdadei;Legionella dumoffii;Legionella pneumophila,Confirmed;Confirmed;Confirmed,Drinking water,Unknown,
1984,1,Iowa,Water,Chlorine,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
1984,1,South Dakota,Water,Pseudomonas aeruginosa,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool;River/Stream,
1984,2,Georgia,Water,Pseudomonas aeruginosa,Suspected,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,2,Minnesota,Water,Streptococcus unknown,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,2,Pennsylvania,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1984,3,Virginia,Water,Oil,Confirmed,Drinking water,Community,
1984,3,Wisconsin,Water,Unknown,Suspected,Drinking water,Other,
1984,3,Idaho,Water,Campylobacter jejuni,Confirmed,Drinking water,Community,
1984,3,Colorado,Water,Giardia duodenalis,Confirmed,Drinking water,Other,
1984,4,Minnesota,Water,Campylobacter jejuni,Confirmed,Drinking water,Individual/Private,
1984,4,Alaska,Water,Pseudomonas aeruginosa,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1984,4,Ohio,Water,Legionella pneumophila,Confirmed,Undetermined water,,
1984,4,New York,Water,Legionella pneumophila,Confirmed,Other/Environmental water,,
1984,5,Pennsylvania,Water,Unknown,Suspected,Drinking water,Individual/Private,
1984,5,New York,Water,Copper,Confirmed,Drinking water,Community,
1984,5,Utah,Water,Legionella pneumophila,Confirmed,Other/Environmental water,,
1984,5,Texas,Water,Norovirus other,Confirmed,Drinking water,Community,
1984,6,Ohio,Water,Shigella sonnei,Suspected,Recreational water -- untreated,Lake/Reservoir,
1984,6,Missouri,Water,Entamoeba histolytica,Confirmed,Drinking water,Community,
1984,6,Oregon,Water,Campylobacter jejuni,Confirmed,Drinking water,Community,
1984,6,New York,Water,Campylobacter jejuni,Confirmed,Drinking water,Other,
1984,7,Oregon,Water,Giardia duodenalis,Confirmed,Drinking water,Community,
1984,7,Alaska,Water,Avian schistosomes,Suspected,Recreational water -- untreated,Lake/Reservoir,
1984,7,Texas,Water,Cryptosporidium parvum,Confirmed,Drinking water,Community,
1984,7,New York,Water,,,Recreational water -- untreated,Lake/Reservoir,
1984,8,Pennsylvania,Water,Unknown,Suspected,Drinking water,Other,
1984,8,Colorado,Water,Unknown,Suspected,Drinking water,Community,
1984,8,Oregon,Water,Unknown,Suspected,Drinking water,Community,
1984,9,Massachusetts,Water,Hepatitis A,Confirmed,Drinking water,Individual/Private,
